# id|make|model|gen|year|country|body|rarity|hp
# Audi
jaguar_fpace|Jaguar|F-Pace|X761|2016|UK|suv|epic|250
jaguar_i_pace|Jaguar|I-Pace|X590|2018|UK|suv|epic|395
mini_countryman|Mini|Countryman|F60|2016|UK|suv|rare|136
mini_clubman|Mini|Clubman|F54|2015|UK|wagon|rare|136
mini_paceman|Mini|Paceman|R61|2012|UK|suv|rare|122
# Infiniti / Suzuki / Fiat / Alfa
infiniti_qx50|Infiniti|QX50|J55|2018|JP|suv|rare|268
infiniti_q50|Infiniti|Q50|V37|2013|JP|sedan|rare|211
infiniti_q60|Infiniti|Q60|V37|2016|JP|coupe|epic|300
infiniti_qx60|Infiniti|QX60|L51|2021|JP|suv|rare|295
infiniti_qx70|Infiniti|QX70|S51|2013|JP|suv|rare|333
infiniti_fx|Infiniti|FX|S51|2008|JP|suv|rare|333
suzuki_vitara|Suzuki|Vitara|LY|2015|JP|suv|common|117
suzuki_sx4|Suzuki|SX4|JY|2013|JP|suv|common|117
suzuki_swift|Suzuki|Swift|AZ|2017|JP|hatch|common|90
suzuki_s_cross|Suzuki|S-Cross|JY|2021|JP|suv|common|129
suzuki_across|Suzuki|Across|XU70|2020|JP|suv|rare|222
suzuki_grandvitara|Suzuki|Grand Vitara|JT|2005|JP|offroad|common|140
fiat_500x|Fiat|500X|334|2014|IT|suv|common|140
fiat_tipo|Fiat|Tipo|356|2015|IT|sedan|common|120
fiat_doblo|Fiat|Doblo|263|2010|IT|van|common|95
fiat_ducato|Fiat|Ducato|250|2006|IT|van|common|130
fiat_panda|Fiat|Panda|319|2011|IT|hatch|common|69
alfa_stelvio|Alfa Romeo|Stelvio|949|2016|IT|suv|epic|200
alfa_tonale|Alfa Romeo|Tonale|965|2022|IT|suv|rare|160
# Other street brands in RU/CIS
omoda_c5|Omoda|C5|T19C|2022|CN|suv|common|147
omoda_c7|Omoda|C7|T26|2024|CN|suv|rare|197
omoda_s5|Omoda|S5|M1C|2023|CN|sedan|common|147
jaecoo_j7|Jaecoo|J7|T19J|2023|CN|suv|rare|186
jaecoo_j8|Jaecoo|J8|T26|2024|CN|suv|rare|249
zeekr_001|Zeekr|001|DC1E|2021|CN|wagon|epic|544
zeekr_007|Zeekr|007|DC1E|2023|CN|sedan|epic|310
zeekr_x|Zeekr|X|CX1E|2023|CN|suv|epic|272
zeekr_009|Zeekr|009|CM1E|2022|CN|mpv|epic|544
byd_song|BYD|Song Plus|CH|2023|CN|suv|rare|204
byd_seal|BYD|Seal|ATTO|2022|CN|sedan|rare|313
byd_yuan|BYD|Yuan Plus|SC2E|2022|CN|suv|rare|204
byd_han|BYD|Han|EV|2020|CN|sedan|epic|222
gac_gs8|GAC|GS8|A88|2020|CN|suv|rare|190
gac_gs3|GAC|GS3|A13|2023|CN|suv|common|177
gac_m8|GAC|M8|A88|2020|CN|mpv|rare|248
jac_js6|JAC|JS6|S4|2022|CN|suv|common|150
jac_js4|JAC|JS4|S4|2020|CN|suv|common|136
jac_t6|JAC|T6|N25|2015|CN|pickup|common|136
ssangyong_rexton|SsangYong|Rexton|Y400|2017|KR|suv|rare|220
ssangyong_korando|SsangYong|Korando|C300|2019|KR|suv|common|150
ssangyong_tivoli|SsangYong|Tivoli|X100|2015|KR|suv|common|128
greatwall_poer|Great Wall|Poer|P30|2019|CN|pickup|rare|150
greatwall_wingle|Great Wall|Wingle 7|P30|2020|CN|pickup|common|150
belgee_x50|Belgee|X50|SX11|2023|BY|suv|common|150
belgee_x70|Belgee|X70|SX11|2024|BY|suv|common|150
moskvich_3|Moskvich|3|J6|2022|RU|suv|common|150
moskvich_6|Moskvich|6|J7|2023|RU|liftback|common|150
uaz_hunter|UAZ|Hunter|315195|2003|RU|offroad|common|128
uaz_pickup|UAZ|Pickup|23632|2014|RU|pickup|common|150
uaz_profi|UAZ|Profi|23602|2017|RU|pickup|common|150
evolute_i_pro|Evolute|i-PRO|A12|2022|RU|sedan|common|163
evolute_i_joy|Evolute|i-JOY|A13|2022|RU|suv|common|177
voyah_free|Voyah|Free|H56|2021|CN|suv|epic|490
voyah_dream|Voyah|Dream|H56|2021|CN|mpv|epic|435
datsun_on_do|Datsun|on-DO|B17|2014|JP|sedan|common|87
datsun_mi_do|Datsun|mi-DO|B17|2014|JP|hatch|common|87
ravon_nexia|Ravon|Nexia R3|B15|2016|UZ|sedan|common|106
ravon_r4|Ravon|R4|T250|2016|UZ|sedan|common|106
dodge_charger|Dodge|Charger|LD|2011|US|sedan|epic|370
dodge_durango|Dodge|Durango|WD|2011|US|suv|epic|360
maserati_ghibli|Maserati|Ghibli|M157|2013|IT|sedan|epic|330
maserati_levante|Maserati|Levante|M161|2016|IT|suv|epic|350
maserati_grecale|Maserati|Grecale|M182|2022|IT|suv|epic|300
rollsroyce_ghost|Rolls-Royce|Ghost|II|2020|UK|sedan|legendary|563
bentley_bentayga|Bentley|Bentayga|4V|2015|UK|suv|legendary|550
# more common CIS street cars
lifan_x60|Lifan|X60|620|2011|CN|suv|common|128
lifan_solano|Lifan|Solano|630|2016|CN|sedan|common|106
faw_bestune_t77|FAW|Bestune T77|D257|2018|CN|suv|common|160
faw_besturn_x80|FAW|Besturn X80|C426|2014|CN|suv|common|158
dongfeng_ax7|Dongfeng|AX7|S50|2014|CN|suv|common|150
kaiyi_x3|Kaiyi|X3|S50|2023|CN|suv|common|156
kaiyi_e5|Kaiyi|E5|A5|2023|CN|sedan|common|113
swm_g01|SWM|G01|H5|2018|CN|suv|common|156
baic_x55|BAIC|X55|BJ|2023|CN|suv|common|177
baic_u5|BAIC|U5 Plus|BJ|2021|CN|sedan|common|150
jetour_dashing|Jetour|Dashing|T1A|2022|CN|suv|common|156
jetour_x70|Jetour|X70 Plus|T1A|2020|CN|suv|common|156
jetour_t2|Jetour|T2|T1A|2023|CN|offroad|rare|187
kaiyi_x7|Kaiyi|X7|S70|2024|CN|suv|rare|197
solaris_hs|Solaris|HS|SU2|2024|KR|suv|common|123
solaris_krs|Solaris|KRS|HCr|2024|KR|sedan|common|123
# extra generations still on the street
bmw_3_f30|BMW|3 Series|F30|2011|DE|sedan|rare|184
bmw_5_f10|BMW|5 Series|F10|2010|DE|sedan|rare|245
bmw_x5_e70|BMW|X5|E70|2006|DE|suv|rare|306
mercedes_c_w205|Mercedes-Benz|C-Class|W205|2014|DE|sedan|rare|184
mercedes_e_w212|Mercedes-Benz|E-Class|W212|2009|DE|sedan|rare|204
audi_a4_b8|Audi|A4|B8|2008|DE|sedan|common|170
audi_q5_8r|Audi|Q5|8R|2008|DE|suv|rare|211
toyota_landcruiser_100|Toyota|Land Cruiser|100|1998|JP|offroad|epic|235
honda_civic_8|Honda|Civic|FD|2005|JP|sedan|common|140
nissan_almera_n16|Nissan|Almera Classic|B10|2006|JP|sedan|common|107
kia_rio_qb|Kia|Rio|QB|2011|KR|sedan|common|107
hyundai_solaris_rb|Hyundai|Solaris|RB|2010|KR|sedan|common|107
vw_polo_sedan|Volkswagen|Polo Sedan|6C|2010|DE|sedan|common|105
skoda_octavia_a5|Skoda|Octavia|A5|2004|CZ|liftback|common|102
lada_priora|Lada|Priora|2170|2007|RU|sedan|common|98
lada_kalina|Lada|Kalina|2192|2013|RU|hatch|common|87
lada_2114|Lada|2114|2109|2001|RU|hatch|common|81
lada_2107|Lada|2107|2107|1982|RU|sedan|common|75
uaz_452|UAZ|452 Буханка|452|1965|RU|van|common|112
gaz_sobol|GAZ|Sobol|2217|2010|RU|van|common|107
gazelle_next|GAZ|Gazelle Next|A21|2013|RU|van|common|149
# more premium / visible
bmw_i5|BMW|i5|G60|2023|DE|sedan|epic|340
bmw_i7|BMW|i7|G70|2022|DE|sedan|epic|449
mercedes_cle|Mercedes-Benz|CLE|C236|2023|DE|coupe|epic|258
audi_q6|Audi|Q6 e-tron|GE|2024|DE|suv|epic|387
porsche_macan_ev|Porsche|Macan Electric|XAB|2024|DE|suv|epic|360
tesla_3_highland|Tesla|Model 3 Highland|H|2023|US|sedan|rare|283
lexus_lm|Lexus|LM|AW10|2023|JP|mpv|legendary|271
toyota_century|Toyota|Century|G60|2018|JP|sedan|legendary|381
honda_e_ny1|Honda|e:Ny1|RV|2023|JP|suv|rare|204
nissan_sakura|Nissan|Sakura|B6AW|2022|JP|hatch|common|64
# more China street 2024-2026 RU
chery_tiggo8_fl|Chery|Tiggo 8|T18F|2024|CN|suv|common|186
geely_preface_fl|Geely|Preface|FS11F|2024|CN|sedan|common|200
haval_h3|Haval|H3|B01|2024|CN|suv|common|150
exeed_rx_se|Exeed|RX SE|T26|2024|CN|suv|rare|197
tank_500_urban|Tank|500 Urban|P33|2024|CN|offroad|epic|299
omoda_c5_fl|Omoda|C5 FL|T19C|2024|CN|suv|common|147
jaecoo_j5|Jaecoo|J5|T15|2025|CN|suv|common|147
zeekr_7x|Zeekr|7X|CX1E|2024|CN|suv|epic|310
byd_seagull|BYD|Seagull|OA|2023|CN|hatch|common|75
gac_emkoo|GAC|Emkoo|A88|2022|CN|suv|rare|190
# extra US/EU still on streets
ford_kuga_c520|Ford|Kuga|C520|2012|US|suv|common|150
chevrolet_niva|Chevrolet|Niva|2123|2002|RU|offroad|common|80
cadillac_srx|Cadillac|SRX|T6|2009|US|suv|rare|265
jeep_cherokee_kj|Jeep|Cherokee|KK|2007|US|suv|common|200
ram_promaster|RAM|ProMaster|VF|2013|US|van|common|174
kia_soul_ps|Kia|Soul|PS|2013|KR|hatch|common|129
genesis_g70_shooting|Genesis|G70 Shooting Brake|IK|2021|KR|wagon|epic|252
# last street fillers
honda_stream|Honda|Stream|RN|2006|JP|mpv|common|150
toyota_wish|Toyota|Wish|AE20|2009|JP|mpv|common|132
nissan_serena|Nissan|Serena|C27|2016|JP|mpv|common|150
mazda_premacy|Mazda|Premacy|CW|2010|JP|mpv|common|144
subaru_tribeca|Subaru|Tribeca|WX|2005|JP|suv|rare|250
mitsubishi_delica|Mitsubishi|Delica D:5|CV|2007|JP|mpv|rare|148
lexus_ct|Lexus|CT|ZWA10|2010|JP|hatch|rare|136
infiniti_ex|Infiniti|EX|J50|2007|JP|suv|rare|222
volvo_s80|Volvo|S80|P3|2006|SE|sedan|rare|203
opel_astra_j|Opel|Astra|J|2009|DE|hatch|common|115
skoda_fabia_5j|Skoda|Fabia|5J|2007|CZ|hatch|common|86
vw_golf_7|Volkswagen|Golf|Mk7|2012|DE|hatch|common|122
bmw_x1_f48|BMW|X1|F48|2015|DE|suv|rare|192
mercedes_b|Mercedes-Benz|B-Class|W247|2018|DE|mpv|common|163
audi_a1|Audi|A1|GB|2018|DE|hatch|common|116
porsche_cayenne_958|Porsche|Cayenne|958|2010|DE|suv|epic|300
tesla_s_raven|Tesla|Model S|Raven|2019|US|sedan|epic|670
lada_niva_urban|Lada|Niva Urban|21214|2014|RU|offroad|common|83
chery_arrizo7|Chery|Arrizo 7|M16|2013|CN|sedan|common|126
geely_atlas_nl|Geely|Atlas|NL-3a|2016|CN|suv|common|150
haval_h2|Haval|H2|HA|2014|CN|suv|common|150
ford_mondeo_4|Ford|Mondeo|Mk4|2007|US|sedan|common|160
kia_ceed_jd|Kia|Ceed|JD|2012|KR|hatch|common|129
hyundai_i30_gd|Hyundai|i30|GD|2011|KR|hatch|common|130
