# id|make|model|gen|year|country|body|rarity|hp
ferrari_12cilindri|Ferrari|12Cilindri|F169|2024|IT|coupe|legendary|830
ferrari_812|Ferrari|812 Superfast|F152M|2017|IT|coupe|legendary|800
lambo_revuelto|Lamborghini|Revuelto|LB744|2023|IT|coupe|legendary|1001
lambo_temerario|Lamborghini|Temerario|634|2024|IT|coupe|legendary|907
lambo_urus_se|Lamborghini|Urus SE|LB736|2024|IT|suv|legendary|800
mclaren_artura|McLaren|Artura|P14|2021|GB|coupe|legendary|680
mclaren_750s|McLaren|750S|P10|2023|GB|coupe|legendary|740
rolls_spectre|Rolls-Royce|Spectre|RR25|2023|GB|coupe|legendary|584
bentley_flyingspur|Bentley|Flying Spur|3S|2019|GB|sedan|legendary|635
maserati_granturismo|Maserati|GranTurismo|M189|2023|IT|coupe|legendary|550
porsche_911_s_t|Porsche|911 S/T|992|2023|DE|coupe|legendary|518
porsche_cayenne_ev|Porsche|Cayenne Electric|PPE|2025|DE|suv|legendary|469
vw_caddy5|Volkswagen|Caddy|5|2020|DE|van|common|122
vw_crafter|Volkswagen|Crafter|SY|2016|DE|van|common|177
opel_frontera|Opel|Frontera|CC21|2024|DE|suv|common|136
renault_kangoo|Renault|Kangoo|W|2021|FR|van|common|102
renault_master|Renault|Master|X|2019|FR|van|common|150
peugeot_rifter|Peugeot|Rifter|K0|2018|FR|mpv|common|130
citroen_spacetourer|Citroen|SpaceTourer|V|2016|FR|mpv|rare|150
fiat_scudo|Fiat|Scudo|V|2022|IT|van|common|145
iveco_daily|Iveco|Daily|Daily|2019|IT|van|common|180
byd_qinl|BYD|Qin L|DM-i|2024|CN|sedan|common|218
byd_seal05|BYD|Seal 05|DM-i|2024|CN|sedan|common|156
byd_atto2|BYD|Atto 2|SA2|2025|CN|suv|common|177
geely_galaxy_starship|Geely|Galaxy Starship 7|GEA|2024|CN|suv|rare|238
chery_tiggo9l|Chery|Tiggo 9|T26|2023|CN|suv|rare|254
omoda_e5|Omoda|E5|T1X|2023|CN|suv|rare|204
jaecoo_j6|Jaecoo|J6|T1X|2024|CN|suv|rare|135
haval_h6_3|Haval|H6|3rd|2024|CN|suv|common|204
tank_400hi|Tank|400 Hi4-T|K50|2024|CN|offroad|epic|680
gwm_cannon|GWM|Cannon|P|2020|CN|pickup|rare|163
